filename,width,height,class,xmin,ymin,xmax,ymax
image_000000023.jpg,1024,681,person,871,313,881,334
image_000000023.jpg,1024,681,person,880,416,954,604
image_000000023.jpg,1024,681,person,885,315,894,333
image_000000023.jpg,1024,681,person,903,360,958,408
image_000000023.jpg,1024,681,person,904,316,914,334
image_000000023.jpg,1024,681,person,981,423,1023,607
image_000000023.jpg,1024,681,car,373,363,898,563
image_000000023.jpg,1024,681,car,843,321,932,366
image_000000024.jpg,1024,584,person,506,379,554,463
image_000000024.jpg,1024,584,person,584,381,627,473
image_000000024.jpg,1024,584,car,346,448,407,497
image_000000024.jpg,1024,584,car,409,464,431,489
image_000000024.jpg,1024,584,car,427,466,452,491
image_000000024.jpg,1024,584,car,442,459,485,494
image_000000024.jpg,1024,584,car,460,445,473,452
image_000000024.jpg,1024,584,car,476,464,499,493
image_000000024.jpg,1024,584,car,477,458,490,464
image_000000024.jpg,1024,584,car,497,446,507,458
image_000000024.jpg,1024,584,car,498,468,517,482
image_000000025.jpg,1024,680,person,174,387,254,613
image_000000025.jpg,1024,680,person,469,370,510,496
image_000000025.jpg,1024,680,person,501,379,529,503
image_000000025.jpg,1024,680,person,627,372,664,433
image_000000025.jpg,1024,680,person,762,372,805,513
image_000000025.jpg,1024,680,car,442,494,1022,678
image_000000026.jpg,768,1024,person,159,170,388,887
image_000000026.jpg,768,1024,person,366,184,566,886
image_000000026.jpg,768,1024,car,533,352,767,858
image_000000027.jpg,1024,681,person,115,0,205,169
image_000000027.jpg,1024,681,person,208,0,323,127
image_000000027.jpg,1024,681,person,316,0,399,99
image_000000027.jpg,1024,681,person,467,0,531,113
image_000000027.jpg,1024,681,person,549,43,591,112
image_000000027.jpg,1024,681,person,607,0,765,208
image_000000027.jpg,1024,681,person,700,147,837,290
image_000000027.jpg,1024,681,car,41,13,965,680
image_000000029.jpg,1024,336,person,142,113,192,239
image_000000029.jpg,1024,336,person,81,122,108,188
image_000000029.jpg,1024,336,person,108,124,131,189
image_000000029.jpg,1024,336,person,382,125,401,199
image_000000029.jpg,1024,336,person,408,131,426,192
image_000000029.jpg,1024,336,person,421,127,435,179
image_000000029.jpg,1024,336,person,547,129,586,215
image_000000029.jpg,1024,336,person,606,132,634,219
image_000000029.jpg,1024,336,person,631,135,661,220
image_000000029.jpg,1024,336,car,584,136,689,163
image_000000030.jpg,1024,681,person,39,44,298,577
image_000000030.jpg,1024,681,person,377,121,427,248
image_000000030.jpg,1024,681,person,727,96,928,531
image_000000030.jpg,1024,681,car,449,143,482,169
image_000000030.jpg,1024,681,car,468,148,531,187
image_000000030.jpg,1024,681,car,541,161,670,237
image_000000031.jpg,1024,768,person,60,480,122,622
image_000000031.jpg,1024,768,person,191,451,233,549
image_000000031.jpg,1024,768,person,307,462,359,519
image_000000031.jpg,1024,768,person,470,437,516,538
image_000000031.jpg,1024,768,person,523,440,577,567
image_000000031.jpg,1024,768,person,590,458,649,556
image_000000031.jpg,1024,768,person,714,437,762,528
image_000000031.jpg,1024,768,person,768,432,806,525
image_000000031.jpg,1024,768,person,869,438,908,551
image_000000031.jpg,1024,768,person,909,434,956,521
image_000000031.jpg,1024,768,car,294,479,536,675
image_000000031.jpg,1024,768,car,933,474,1023,613
image_000000032.jpg,1024,768,person,307,335,364,465
image_000000032.jpg,1024,768,person,382,337,441,464
image_000000032.jpg,1024,768,person,461,357,517,475
image_000000032.jpg,1024,768,person,499,324,569,488
image_000000032.jpg,1024,768,person,600,340,654,459
image_000000032.jpg,1024,768,car,0,268,595,767
image_000000032.jpg,1024,768,car,0,268,597,767
image_000000032.jpg,1024,768,car,110,383,130,399
image_000000032.jpg,1024,768,car,112,384,130,397
image_000000032.jpg,1024,768,car,760,323,945,501
image_000000032.jpg,1024,768,car,762,320,944,501
image_000000032.jpg,1024,768,car,952,343,1023,392
image_000000032.jpg,1024,768,car,953,341,1023,392
image_000000033.jpg,1024,683,person,663,272,691,353
image_000000033.jpg,1024,683,person,679,262,701,347
image_000000033.jpg,1024,683,person,684,271,704,366
image_000000033.jpg,1024,683,person,700,261,728,371
image_000000033.jpg,1024,683,person,707,271,741,384
image_000000033.jpg,1024,683,person,727,256,742,287
image_000000033.jpg,1024,683,person,732,283,757,372
image_000000033.jpg,1024,683,person,737,258,751,291
image_000000033.jpg,1024,683,person,742,312,791,367
image_000000033.jpg,1024,683,person,750,259,784,376
image_000000033.jpg,1024,683,person,752,266,758,283
image_000000033.jpg,1024,683,person,759,265,766,276
image_000000033.jpg,1024,683,person,792,275,868,456
image_000000033.jpg,1024,683,person,869,251,954,567
image_000000033.jpg,1024,683,car,293,274,437,372
image_000000033.jpg,1024,683,car,423,283,451,338
image_000000033.jpg,1024,683,car,423,285,456,347
image_000000033.jpg,1024,683,car,442,280,462,317
image_000000033.jpg,1024,683,car,447,288,460,315
image_000000033.jpg,1024,683,car,455,284,477,309
image_000000033.jpg,1024,683,car,458,283,475,309
image_000000033.jpg,1024,683,car,478,278,493,299
image_000000033.jpg,1024,683,car,478,278,493,298
image_000000033.jpg,1024,683,car,492,271,535,305
image_000000033.jpg,1024,683,car,493,272,531,305
image_000000034.jpg,1024,682,person,0,151,17,295
image_000000034.jpg,1024,682,person,7,140,78,295
image_000000034.jpg,1024,682,person,45,151,74,208
image_000000034.jpg,1024,682,person,56,153,80,231
image_000000034.jpg,1024,682,person,108,125,202,303
image_000000034.jpg,1024,682,person,129,147,143,159
image_000000034.jpg,1024,682,person,182,152,204,181
image_000000034.jpg,1024,682,person,201,151,228,205
image_000000034.jpg,1024,682,person,220,144,232,163
image_000000034.jpg,1024,682,person,227,155,265,210
image_000000034.jpg,1024,682,person,243,143,265,167
image_000000034.jpg,1024,682,person,273,142,305,203
image_000000034.jpg,1024,682,person,283,128,347,287
image_000000034.jpg,1024,682,person,358,155,379,189
image_000000034.jpg,1024,682,person,362,128,444,248
image_000000034.jpg,1024,682,person,438,140,547,223
image_000000034.jpg,1024,682,person,476,135,579,206
image_000000034.jpg,1024,682,person,518,139,553,183
image_000000034.jpg,1024,682,person,553,147,575,209
image_000000034.jpg,1024,682,person,624,132,649,174
image_000000034.jpg,1024,682,person,634,138,644,151
image_000000034.jpg,1024,682,person,709,138,748,181
image_000000034.jpg,1024,682,person,734,134,766,181
image_000000034.jpg,1024,682,person,766,131,792,180
image_000000034.jpg,1024,682,person,789,142,811,169
image_000000034.jpg,1024,682,person,825,139,854,176
image_000000034.jpg,1024,682,person,826,135,862,195
image_000000034.jpg,1024,682,person,903,147,972,336
image_000000034.jpg,1024,682,person,953,135,981,185
image_000000034.jpg,1024,682,person,957,133,976,250
image_000000034.jpg,1024,682,person,995,159,1016,185
image_000000034.jpg,1024,682,car,0,287,253,490
image_000000034.jpg,1024,682,car,129,214,977,554
image_000000034.jpg,1024,682,car,180,207,300,299
image_000000034.jpg,1024,682,car,424,161,479,194
image_000000034.jpg,1024,682,car,540,139,625,195
image_000000034.jpg,1024,682,car,599,191,860,283
image_000000034.jpg,1024,682,car,703,181,908,269
image_000000034.jpg,1024,682,car,963,234,1023,326
image_000000036.jpg,1024,685,person,560,123,858,684
image_000000036.jpg,1024,685,car,0,257,944,684
image_000000036.jpg,1024,685,car,853,257,1023,410
image_000000038.jpg,683,1024,person,406,559,529,936
image_000000038.jpg,683,1024,car,0,758,151,986
image_000000038.jpg,683,1024,car,94,634,469,840
image_000000039.jpg,1024,724,person,330,67,566,484
image_000000039.jpg,1024,724,car,576,104,717,173
image_000000039.jpg,1024,724,car,221,91,560,276
image_000000039.jpg,1024,724,car,736,118,816,163
image_000000039.jpg,1024,724,car,816,122,842,152
image_000000039.jpg,1024,724,car,834,126,897,165
image_000000039.jpg,1024,724,car,897,134,918,154
image_000000041.jpg,1024,768,person,855,58,983,350
image_000000041.jpg,1024,768,person,0,147,20,167
image_000000041.jpg,1024,768,person,27,147,35,164
image_000000041.jpg,1024,768,person,37,142,49,163
image_000000041.jpg,1024,768,person,46,147,57,164
image_000000041.jpg,1024,768,person,128,125,165,174
image_000000041.jpg,1024,768,person,230,132,246,166
image_000000041.jpg,1024,768,person,236,125,261,216
image_000000041.jpg,1024,768,person,350,113,392,161
image_000000041.jpg,1024,768,person,358,129,379,161
image_000000041.jpg,1024,768,person,977,77,1023,143
image_000000041.jpg,1024,768,car,0,163,270,330
image_000000041.jpg,1024,768,car,17,145,1002,726
image_000000041.jpg,1024,768,car,450,149,1023,350
image_000000041.jpg,1024,768,car,832,132,1023,238
image_000000042.jpg,1024,711,person,149,224,197,402
image_000000042.jpg,1024,711,person,184,203,245,409
image_000000042.jpg,1024,711,person,439,309,584,460
image_000000042.jpg,1024,711,car,270,367,956,658
image_000000044.jpg,1024,687,car,3,193,181,534
image_000000044.jpg,1024,687,person,307,279,389,533
image_000000044.jpg,1024,687,person,506,294,604,552
image_000000044.jpg,1024,687,person,576,236,712,400
image_000000044.jpg,1024,687,person,711,271,757,337
image_000000044.jpg,1024,687,person,725,278,837,395
image_000000045.jpg,816,1024,person,197,369,629,929
image_000000045.jpg,816,1024,car,90,19,703,958
image_000000046.jpg,1024,768,person,137,214,844,735
image_000000046.jpg,1024,768,car,0,281,222,444
image_000000046.jpg,1024,768,car,0,412,352,767
image_000000046.jpg,1024,768,car,207,308,780,452
image_000000046.jpg,1024,768,car,851,578,1023,767
image_000000046.jpg,1024,768,car,955,345,1023,438
image_000000047.jpg,1024,685,person,402,295,492,519
image_000000047.jpg,1024,685,car,14,425,415,684
image_000000048.jpg,1024,683,person,16,365,49,456
image_000000048.jpg,1024,683,person,421,354,446,401
image_000000048.jpg,1024,683,car,133,379,258,444
image_000000048.jpg,1024,683,car,232,363,324,416
image_000000048.jpg,1024,683,car,307,358,371,415
image_000000048.jpg,1024,683,car,364,366,425,410
image_000000048.jpg,1024,683,car,484,379,611,470
image_000000048.jpg,1024,683,car,485,361,520,385
image_000000048.jpg,1024,683,car,504,358,535,379
image_000000048.jpg,1024,683,car,530,354,558,375
image_000000048.jpg,1024,683,car,544,351,638,385
image_000000049.jpg,1024,768,car,55,315,993,651
image_000000049.jpg,1024,768,person,35,288,113,529
image_000000050.jpg,1024,1024,person,400,347,518,708
image_000000050.jpg,1024,1024,car,676,494,969,609
image_000000051.jpg,1024,768,person,364,275,437,391
image_000000051.jpg,1024,768,person,135,387,172,420
image_000000051.jpg,1024,768,person,470,298,536,420
image_000000051.jpg,1024,768,person,535,326,556,378
image_000000051.jpg,1024,768,person,540,330,577,399
image_000000051.jpg,1024,768,person,567,317,621,385
image_000000051.jpg,1024,768,person,618,322,668,366
image_000000051.jpg,1024,768,person,625,303,696,447
image_000000051.jpg,1024,768,person,696,314,748,416
image_000000051.jpg,1024,768,person,771,318,837,442
image_000000051.jpg,1024,768,car,0,383,39,415
image_000000051.jpg,1024,768,car,0,362,243,519
image_000000052.jpg,1024,576,person,241,138,386,306
image_000000052.jpg,1024,576,person,368,167,567,291
image_000000052.jpg,1024,576,person,949,184,984,279
image_000000052.jpg,1024,576,person,984,188,1007,299
image_000000052.jpg,1024,576,person,997,204,1023,313
image_000000052.jpg,1024,576,car,0,190,65,274
image_000000052.jpg,1024,576,car,0,240,1007,565
image_000000052.jpg,1024,576,car,23,182,112,242
image_000000052.jpg,1024,576,car,856,190,912,270
image_000000052.jpg,1024,576,car,894,184,997,249
image_000000053.jpg,768,1024,person,213,421,383,977
image_000000053.jpg,768,1024,person,168,465,262,764
image_000000053.jpg,768,1024,person,205,478,219,508
image_000000053.jpg,768,1024,person,316,425,409,581
image_000000053.jpg,768,1024,person,393,456,488,771
image_000000053.jpg,768,1024,car,0,476,23,514
image_000000053.jpg,768,1024,car,8,483,90,530
image_000000053.jpg,768,1024,car,159,474,199,507
image_000000054.jpg,1024,680,car,469,241,1008,677
image_000000054.jpg,1024,680,person,503,258,611,386
image_000000054.jpg,1024,680,person,598,308,714,392
image_000000054.jpg,1024,680,person,793,331,912,408
image_000000055.jpg,1024,576,person,404,309,465,467
image_000000055.jpg,1024,576,car,6,290,124,355
image_000000055.jpg,1024,576,car,140,277,221,330
image_000000055.jpg,1024,576,car,225,281,295,328
image_000000055.jpg,1024,576,car,301,277,350,316
image_000000055.jpg,1024,576,car,382,277,431,306
image_000000055.jpg,1024,576,car,444,282,460,302
image_000000055.jpg,1024,576,car,461,275,552,320
image_000000055.jpg,1024,576,car,528,281,588,304
image_000000057.jpg,1024,768,car,89,346,213,471
image_000000057.jpg,1024,768,person,751,277,883,536
image_000000057.jpg,1024,768,person,812,307,863,402
image_000000057.jpg,1024,768,car,224,350,466,492
image_000000057.jpg,1024,768,car,564,359,958,521
image_000000057.jpg,1024,768,car,838,332,890,359
image_000000059.jpg,1024,675,person,0,64,44,497
image_000000059.jpg,1024,675,person,7,42,133,343
image_000000059.jpg,1024,675,person,330,126,342,153
image_000000059.jpg,1024,675,person,337,121,355,154
image_000000059.jpg,1024,675,person,361,113,375,146
image_000000059.jpg,1024,675,person,394,111,414,140
image_000000059.jpg,1024,675,person,396,62,494,152
image_000000059.jpg,1024,675,person,832,133,865,170
image_000000059.jpg,1024,675,car,15,134,339,376
image_000000059.jpg,1024,675,car,17,46,986,651
image_000000060.jpg,1024,690,person,389,264,735,547
image_000000060.jpg,1024,690,car,0,0,1023,689
image_000000061.jpg,685,1024,person,113,813,172,928
image_000000061.jpg,685,1024,person,58,823,74,855
image_000000061.jpg,685,1024,person,88,805,140,895
image_000000061.jpg,685,1024,person,154,571,210,716
image_000000061.jpg,685,1024,person,308,819,353,931
image_000000061.jpg,685,1024,person,313,266,378,419
image_000000061.jpg,685,1024,person,429,501,491,681
image_000000061.jpg,685,1024,person,450,816,493,940
image_000000061.jpg,685,1024,person,509,550,558,709
image_000000061.jpg,685,1024,person,582,786,626,835
image_000000061.jpg,685,1024,person,653,797,684,972
image_000000061.jpg,685,1024,car,0,913,195,1023
image_000000061.jpg,685,1024,car,0,837,283,1023
image_000000062.jpg,1024,572,person,414,153,602,295
image_000000062.jpg,1024,572,car,32,151,936,501
image_000000063.jpg,1024,599,person,182,91,225,168
image_000000063.jpg,1024,599,person,247,223,360,423
image_000000063.jpg,1024,599,person,277,138,367,298
image_000000063.jpg,1024,599,person,371,129,462,234
image_000000063.jpg,1024,599,person,714,236,755,364
image_000000063.jpg,1024,599,person,760,255,812,424
image_000000063.jpg,1024,599,person,821,263,858,375
image_000000063.jpg,1024,599,person,881,276,929,419
image_000000063.jpg,1024,599,person,928,295,984,424
image_000000063.jpg,1024,599,person,942,233,1013,419
image_000000063.jpg,1024,599,person,993,272,1023,413
image_000000063.jpg,1024,599,person,999,247,1008,267
image_000000063.jpg,1024,599,car,7,253,94,330
image_000000064.jpg,1024,680,person,732,53,922,595
image_000000064.jpg,1024,680,car,0,185,775,679
image_000000065.jpg,1024,683,person,769,361,871,606
image_000000065.jpg,1024,683,person,0,408,45,556
image_000000065.jpg,1024,683,person,39,411,70,551
image_000000065.jpg,1024,683,person,58,399,94,543
image_000000065.jpg,1024,683,person,79,397,140,556
image_000000065.jpg,1024,683,person,145,404,180,551
image_000000065.jpg,1024,683,person,180,425,217,547
image_000000065.jpg,1024,683,person,216,408,255,551
image_000000065.jpg,1024,683,person,248,415,279,545
image_000000065.jpg,1024,683,person,279,404,315,543
image_000000065.jpg,1024,683,person,309,417,350,551
image_000000065.jpg,1024,683,person,337,405,364,536
image_000000065.jpg,1024,683,person,364,400,414,551
image_000000065.jpg,1024,683,person,392,401,430,471
image_000000065.jpg,1024,683,person,423,387,466,441
image_000000065.jpg,1024,683,person,466,387,513,431
image_000000065.jpg,1024,683,person,511,378,561,433
image_000000065.jpg,1024,683,person,640,363,673,424
image_000000065.jpg,1024,683,person,662,358,717,490
image_000000065.jpg,1024,683,car,359,426,735,606
image_000000067.jpg,768,1024,person,367,779,430,905
image_000000067.jpg,768,1024,person,108,797,143,856
image_000000067.jpg,768,1024,person,148,802,181,839
image_000000067.jpg,768,1024,person,164,784,216,891
image_000000067.jpg,768,1024,person,199,802,225,870
image_000000067.jpg,768,1024,person,248,793,291,879
image_000000067.jpg,768,1024,person,290,788,332,844
image_000000067.jpg,768,1024,person,323,786,362,872
image_000000067.jpg,768,1024,car,0,921,104,1023
image_000000067.jpg,768,1024,car,200,893,503,1023
image_000000067.jpg,768,1024,car,424,870,707,1001
image_000000067.jpg,768,1024,car,618,844,767,987
image_000000068.jpg,1024,768,person,122,238,177,400
image_000000068.jpg,1024,768,car,0,394,80,705
image_000000068.jpg,1024,768,car,34,272,132,329
image_000000068.jpg,1024,768,car,183,272,820,603
image_000000068.jpg,1024,768,car,217,258,289,328
image_000000068.jpg,1024,768,car,341,291,423,325
image_000000068.jpg,1024,768,car,590,286,1023,503
image_000000068.jpg,1024,768,car,906,268,1022,362
image_000000069.jpg,1024,768,person,194,248,385,767
image_000000069.jpg,1024,768,person,781,237,857,420
image_000000069.jpg,1024,768,car,469,347,526,375
image_000000071.jpg,1024,768,car,59,228,875,632
image_000000071.jpg,1024,768,person,281,180,340,257
image_000000071.jpg,1024,768,person,529,327,696,507
image_000000071.jpg,1024,768,car,0,73,259,339
image_000000071.jpg,1024,768,car,932,334,1022,766
image_000000072.jpg,1024,768,person,78,356,160,540
image_000000072.jpg,1024,768,person,288,419,348,484
image_000000072.jpg,1024,768,person,342,368,420,548
image_000000072.jpg,1024,768,person,547,364,608,567
image_000000072.jpg,1024,768,person,742,369,772,409
image_000000072.jpg,1024,768,car,601,326,894,633
image_000000073.jpg,683,1024,person,0,0,116,125
image_000000073.jpg,683,1024,car,0,0,682,671
image_000000074.jpg,1024,768,car,94,528,547,759
image_000000074.jpg,1024,768,person,39,492,71,572
image_000000074.jpg,1024,768,person,69,498,103,562
image_000000074.jpg,1024,768,person,120,507,168,600
image_000000074.jpg,1024,768,person,128,488,156,531
image_000000074.jpg,1024,768,person,163,482,220,585
image_000000074.jpg,1024,768,person,199,480,238,535
image_000000074.jpg,1024,768,person,204,301,298,450
image_000000074.jpg,1024,768,person,472,503,522,592
image_000000074.jpg,1024,768,person,497,508,545,686
image_000000074.jpg,1024,768,person,526,492,593,684
image_000000074.jpg,1024,768,person,590,549,657,681
image_000000074.jpg,1024,768,person,734,518,812,767
image_000000074.jpg,1024,768,person,796,514,872,708
image_000000074.jpg,1024,768,person,924,481,963,575
image_000000075.jpg,681,1024,person,215,153,463,439
image_000000075.jpg,681,1024,car,0,154,582,906
image_000000076.jpg,768,1024,car,602,744,710,860
image_000000076.jpg,768,1024,person,611,712,628,746
image_000000076.jpg,768,1024,person,630,695,656,736
image_000000076.jpg,768,1024,person,640,744,687,832
image_000000076.jpg,768,1024,person,646,700,679,753
image_000000078.jpg,1024,680,person,618,192,682,346
image_000000078.jpg,1024,680,person,142,375,193,528
image_000000078.jpg,1024,680,car,0,358,151,445
image_000000078.jpg,1024,680,car,24,348,222,460
image_000000078.jpg,1024,680,car,389,345,462,430
image_000000079.jpg,1024,768,person,401,311,481,508
image_000000079.jpg,1024,768,person,93,353,143,494
image_000000079.jpg,1024,768,person,453,309,497,491
image_000000079.jpg,1024,768,person,907,357,940,454
image_000000079.jpg,1024,768,person,924,355,983,476
image_000000079.jpg,1024,768,car,616,339,643,360
image_000000079.jpg,1024,768,car,646,344,664,366
image_000000079.jpg,1024,768,car,663,339,701,381
image_000000079.jpg,1024,768,car,714,337,792,399
image_000000082.jpg,1024,709,person,39,77,134,389
image_000000082.jpg,1024,709,car,0,217,216,324
image_000000082.jpg,1024,709,car,10,14,1002,664
image_000000084.jpg,768,1024,person,80,62,334,782
image_000000084.jpg,768,1024,person,274,64,661,891
image_000000084.jpg,768,1024,car,0,13,767,627
image_000000085.jpg,726,1024,person,168,199,433,753
image_000000085.jpg,726,1024,car,36,524,687,686
image_000000087.jpg,629,1024,person,45,58,255,380
image_000000087.jpg,629,1024,person,334,63,572,373
image_000000087.jpg,629,1024,car,122,19,477,283
image_000000088.jpg,768,1024,person,633,518,738,723
image_000000088.jpg,768,1024,car,10,482,201,630
image_000000089.jpg,683,1024,person,163,156,556,980
